,adverb,cluster,sentence,entropy
1195,partly,0,"Yeah, ""Partly cloudy, but fix bayonets, because there's a sharknado coming!""",9.312955739915196e-09
1196,passionately,0,"? and Simon - its son, Mr. Doucet - he kissed the young Bilodeau. Passionately.",3.6805708703013806e-08
1197,passively,0,Passively they connect with the Force.,0.0005967726465314627
1198,patently,0,"All Of It Seems Patently Troublesome To Me, Mother, And It Has For A Long, Long Time.",1.1101365089416504e-05
1199,paternally,0,Don't be taken in when they pat you paternally on the shoulder and say that there's no inequality worth speaking of and no more reason for fighting.,0.451431006193161
1200,pathetically,0,"WHEN YOU WAIL PATHETICALLY. AND NOW THAT BILLIE IS MINE AGAIN, I SUPPOSE YOU'LL BE DOING NOTHING BUT WAILING.",3.82890199546182e-08
1201,pathetically,2,"That pathetically faithful woman, like the queen of self-pity she is, did not go to China, but returned to her plagued home, treating the sick while repenting her shameful mistake.",0.27170175313949585
1202,patiently,0,"Patiently waiting decades... no, centuries!",5.397501467996335e-07
1203,patriotically,0,We've been patriotically slaving for three years... to help a spy ring.,3.560318946838379
1204,peculiarly,0,David: I THINK IT'S A PECULIARLY AMERICAN TRADITION.,1.1083501760822401e-07
1205,pensively,0,"Two or three times already, we had seen taking a table, while everyone else was leaving, a man of imposing stature with a grizzled beard, gazing pensively into empty air.",0.2793389856815338
1206,perennially,0,"He had a perennially weak heart, high blood pressure, the whole kit and caboodle.",0.007195920683443546
1207,perfectly,0,"AND YOU'LL BE PERFECTLY OKAY IN THE MORNING. THANK YOU VERY MUCH, DOCTOR.",3.794256286937525e-08
1208,perilously,0,"I was subjected to tests, tests resulting in a life-threatening disease, its cure as mysterious as the illness itself, tests which I now suspect are part of a larger conspiracy, a conspiracy of men hiding science for almost 60 years secrets kept from the American people by a self-interested cabal intent on the consolidation of power both at home and on a perilously global scale.",8.197696388378972e-08
1209,periodically,0,"Periodically, they line up together, bang, bang, bang, and Io gets a powerful gravitational kick on a very regular basis.",3.6930443148008862e-09
1210,peripherally,0,"Ah, yes. ""Peripherally involved with several questionable incidents.",1.082605649571633e-06
1211,permanently,0,"IF YOU DON'T GET HER OUT OF THIS TOWN, I'M GOING TO PUT YOU OUT OF BUSINESS PERMANENTLY,",4.4612886540562613e-07
1212,perpendicularly,0,A dead body means the blade must have cut it perpendicularly.,0.0015367266023531556
1213,perpetually,0,"Perpetually in fourth place behind the Today show, Good Morning America and that thing on CBS, whatever it's called.",5.172037162992638e-06
1214,persistently,0,"She took too many sedatives by mistake, so she has brain death. She is, ""persistently vegetative.""",1.167331831197771e-08
1215,personally,0,"Personally, I don't see anything wrong with dating a younger man.",4.308733814184507e-09
1216,personally,1,He also takes staff problems very personally.,0.3013709783554077
1217,persuasively,0,What a shame your good heart so persuasively hides itself from your face.,0.05748601257801056
1218,perversely,0,"I always did, even when I made her suffer, on purpose, for long periods of time, and enjoyed it perversely.",0.16057758033275604
1219,phenomenally,0,THE NEW YORK STOCK EXCHANGE PHENOMENALLY DROPPED YESTERDAY,3.760524123208597e-05
1220,philosophically,0,"Philosophically, he was just no-nonsense honest, had his view very cool view of humanity.",6.647931094505566e-10
1221,phonetically,0,"and ""hockey championship"" are this close phonetically.",0.8563787937164307
1222,physically,0,"""Solitude will destroy you. Physically, too.",8.922716787651552e-09
1223,pictorially,0,I hope to capture pictorially what Bret Harte and Mark Twain were able to put into words.,0.008726254105567932
1224,piously,0,Piously the simpleminded breadwinners passed on the lesson to their children.,0.00015309921582229435
1225,piteously,0,"No beast cries so piteously, least of all today on this most holy morning.",0.887763500213623
1226,pitilessly,0,Pitilessly. You'd still be a white lily to me.,4.663517029257491e-05
1227,plainly,0,It's not enough to just dress plainly.,3.0811424255371094
1228,plainly,2,"Plainly, both parties are repudiating Van Ackerman 's tactics. He is still putting up a fight to regain the floor before the question is put to a vote.",3.920050772876493e-08
1229,plausibly,0,My impression on that it's sound unplausibly.,0.001075532054528594
1230,pleasantly,0,"Pleasantly touched, and at first sight too: An engagement between Baden and Sweden.",4.161073974273677e-08
1231,pleasantly,1,"When he leaves, he should remember us pleasantly.",2.1725611686706543
1232,poetically,0,Poetically... the roles are now reversed.,1.4668248695670627e-06
1233,poignantly,0,I must admit that she played so poignantly that it almost brought tears to my eyes.,0.01494811475276947
1234,pointedly,0,"Pointedly, I said... ""You mean you don't want us to hear what he has to say?""",2.44041211772128e-06
1235,pointlessly,0,Imi mo naku kurikaeshi {\cH00FF00}Pointlessly repeating the pattern,2.304064850022769e-07
1236,politely,0,"And I approached him and asked him... for some spare change. Politely, right? Whereupon he pulls out his big gun... pushed me all up in the tree... handcuffs me like this up here... and then he takes my money, right?",7.299500737190101e-08
1237,politically,0,"Politically, as far as the next election's concerned, we're not dead, but in a coma.",5.8145797510178454e-08
1238,pompously,0,On one of the occasions when you were pompously lecturing me on what to do to fix my life.,1.7443029880523682
1239,poorly,0,"These little buggers, called archaeans, are still poorly understood.",0.45397746562957764
1240,poorly,1,"""Poorly guarded construction sites are a gold mine."" A conventional design.",1.073299017662066e-06
1241,poorly,2,"Plaxico Burress just called our idea ""poorly thought out"".",3.3938891697005147e-09
1242,poorly,3,"""Have you ever done anything that would reflect poorly on the president?""",0.6125555038452148
1243,poorly,5,"NASA engineers are poorly paid and underappreciated, two qualities that fit the treasonous profile.",0.8115158677101135
1244,poorly,6,"Poorly, as I often have.",0.0006895717233419418
1245,poorly,7,♪ [WHISTLES 'CAMPTOWN RACES' POORLY],1.64738066814607e-05
1246,poorly,8,The soldiers are a bit rubbish so they also shoot parts of mummy's body that aren't poorly and this makes mummy feel ill.,1.2603094577789307
1247,poorly,13,"Poorly, a lot of the time, and late but he always did it, he never cheated.",4.403579367817656e-08
1248,poorly,14,"I dressed poorly, had bad posture,",1.5091642141342163
1249,poorly,16,"When it comes to the topic of obesity many people are quick to point the finger at various foods and food companies but the grocery manufacturers of America a Washington, D.C.-based lobby group whose mission is to advance the interests of the food, beverage, and consumer products industry are quick to shift the focus away from the companies they represent and to remind everyone that there's more at work here than just eating poorly.",5.019846867071465e-07
1250,popularly,0,"[IN SOCIAL MEDIA, THOUSANDS OF USERS ASK FOR THE LIBERATION OF THE ENGINEER POPULARLY CALLED ""BOMBITA""]",1.1765173013600361e-07
1251,positively,0,"(Bob Dylan's ""Positively 4th Street"" playing)",3.3242272934330686e-07
1252,positively,1,"It is magnetic. Being positively charged, it feeds on negative psychic vibrations.",0.6584656238555908
1253,positively,2,His neighbor'positively identified Baxter from our driver's license photograph.,5.377764722425127e-08
1254,positively,5,"We increase our profits, positively affect community values and free up capital that we can use to make people's lives better.",0.7062028050422668
1255,possibly,0,A Russian passport. Possibly registered as Konchalovsky. Bebe.,1.4101895651208451e-08
1256,posthumously,0,But there's your father... Posthumously decorated for heroic action.,2.0804209555080888e-07
1257,potentially,0,"- Potentially, this is our retirement fund.",1.4926442304386e-09
1258,practically,0,I COULDN'T GET THE INK OFF FOR DAYS. PRACTICALLY RUBBED MYSELF RAW.,6.035014621375012e-08
1259,pragmatically,0,"I kind of packed for her. Pragmatically, jayson,if you guys could reconcile, that wouldn't bethe worst thing, trial strategy-wise.",9.284509587814682e-07
1260,precariously,0,Precariously perch himself high atop the crane?,4.505986908043269e-06
1261,preciously,0,They said she had a complicated relationship with guys. Why are you holding that so preciously? What did your lover buy it for you?,0.2509188652038574
1262,preciously,2,"That's why we're here... to help the Allied High Command gain the preciously needed time... to complete the invasion buildup. Lassiter, you've got a job.",0.609456479549408
1263,precipitately,0,You left here somewhat precipitately.,1.3542386293411255
1264,precipitously,0,"Hey, why is our fuel level dropping precipitously?",0.4541128873825073
1265,precisely,0,"Precisely, your tastes interest me.",7.610875485397628e-09
1266,precisely,1,"And the two surfaces follow that contour so precisely, the water maintains a consistent depth between them.",0.8331862688064575
1267,precisely,4,"You see, the Federals are expected to advance against my forces at precisely 12:00 noon today.",0.05473768711090088
1268,predominantly,0,"Predominantly, it's a sheep-snatching thing.",7.130569429136813e-06
1269,preferentially,0,I can construct a filter that will preferentially ionise synthetic molecules... and thus deliver to you your Cylons.,0.2513747215270996
1270,preposterously,0,Alan Shore for the preposterously charged Mr. Swenson.,0.0766533687710762
1271,presently,0,"Presently, Sakura TV have stopped their broadcasting.",1.4744506060537788e-08
1272,presumptively,0,"""KM reagent kit is presumptively positive for blood.""",0.006722196936607361
1273,prettily,0,On a good day. Prettily.,0.005897491239011288
1274,previously,0,"Previously on ""Scandal""... what do you want?",1.188147447095389e-08
1275,primarily,1,"Primarily in weapons trade, but we think she may have a hand in human trafficking, as well.",9.984222337777737e-09
1276,primarily,2,"Primarily a combination of nitrogen, phosphorus, potassium and carbon.",1.7112697037191538e-07
1277,primarily,4,Primarily leukemia and other cancers.,1.785849417501595e-05
1278,primly,0,You will have to debate primly about which group you will target.,3.7595090866088867
1279,principally,0,"AS A GREAT CANADIAN VICTORY. - THERE WERE PRINCIPALLY FRENCH CANADIANS THERE, BUT THERE WERE ALSO SCOTTISH, IRISH,",2.0685295254452285e-08
1280,privately,0,"Dr. Baird,your mother's asked to speak to you... Privately.",1.931558202272754e-08
1281,privately,1,REFORM PRIVATELY-OWNED INDUSTRIAL AND COMMERCIAL ENTERPRISES,8.857860507305304e-07
1282,privately,2,I've been studying privately with Coach Podell.,3.4736297130584717
1283,privately,3,"But later, on seeing Harry enjoying so much space privately, whilst they had to share a cloakroom, they soon demanded better conditions.",2.1770496368408203
1284,probabilistically,0,"Now, from there, I could probabilistically determine the leg motion of your victim at the point of impact.",2.31365966796875
1285,prodigiously,0,I am prodigiously proud of him. I defy even Sir William Lucas to produce such a son-in-law.,0.0040565961971879005
1286,prodigiously,1,"They'd breed prodigiously, with so little else to do.",0.00733577786013484
